model_name;state_count;transition_count;density;input_symbol_count;output_symbol_count;has_reliable_reset;model_generation_method;completely_specified;method;start_timestamp;finish_timestamp;duration_real;duration_user;test_sequence_length;mem_usage;og_at_path_size;og_tsp_path_size;st_at_path_size;st_tsp_path_size;cst_at_path_size;cst_tsp_path_size;extra_at_paths_size;extra_tsp_paths_size;non_disjunct_transition_count;total_disjointedness_reached;total_disjointedness_reached_iteration_num;final_iteration_num;verbosity;long_sequences;graphviz_enabled;pretty_json;no_test_suite;debug_mode;mod_time;bin_size;version;verdict
Neovim_modes_FSM;10;144;14;49;1;false;CUSTOM;false;AllTransitionState;2022-04-24 11:51:57.517205625;2022-04-24 11:51:57.613729832;0,0965242;0,096331;652;1492;274;12;18;16;320;12;0;0;4;0;-1;0;3;false;false;true;false;false;8985456;1649160893;R1: Bee hummingbird (v0.0.32);OK
