model_name;state_count;transition_count;density;input_symbol_count;output_symbol_count;has_reliable_reset;model_generation_method;completely_specified;method;start_timestamp;finish_timestamp;duration_real;duration_user;test_sequence_length;mem_usage;coverage_type;desired_percent;achieved_percent;verbosity;long_sequences;graphviz_enabled;pretty_json;no_test_suite;debug_mode;mod_time;bin_size;version;verdict
Neovim_modes_FSM;10;144;14;49;1;false;CUSTOM;false;Random;2022-04-24 11:51:49.771178309;2022-04-24 11:51:49.793783252;0,0226049;0,022228;8183;0;Transition;100;100;3;false;false;true;false;false;8985456;1649160893;R1: Bee hummingbird (v0.0.32);OK
