model_name;state_count;transition_count;density;input_symbol_count;output_symbol_count;has_reliable_reset;model_generation_method;completely_specified;method;start_timestamp;finish_timestamp;duration_real;duration_user;test_sequence_length;mem_usage;augmented_arc_count;verbosity;long_sequences;graphviz_enabled;pretty_json;no_test_suite;debug_mode;mod_time;bin_size;version;verdict
Neovim_modes_FSM;10;144;14;49;1;false;CUSTOM;false;TT;2022-04-24 11:51:54.647281370;2022-04-24 11:51:54.690364635;0,0430833;0,042106;274;1440;274;3;false;false;true;false;false;8985456;1649160893;R1: Bee hummingbird (v0.0.32);OK
